PE,1_WBS,2_WBS,3_WBS,4_WBS,WBS,Level,All,Lvl 1,Lvl 1 ENG,Lvl 1 ESP,Lvl 2,Lvl 2 ENG,Lvl 2 ESP,Lvl 3,Lvl 3 ENG,Lvl 3 ESP,Lvl 4,Lvl 1 ENG,Lvl 1 ESP
559,5,5,9,0,5590,3,OFFSHORE ACID PORT ELECTRICAL WORKS/ PUERTO MARÍTIMO DE ÁCIDO TRABAJOS ELÉCTRICOS,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT ELECTRICAL WORKS/ PUERTO MARÍTIMO DE ÁCIDO TRABAJOS ELÉCTRICOS,OFFSHORE ACID PORT ELECTRICAL WORK,PUERTO MARÍTIMO DE ÁCIDO TRABAJOS ELÉCTRICOS,,,
5599,5,5,9,9,5599,4,Electrical Works / Trabajos Eléctricos,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFFSHORE ACID PORT / PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT,PUERTO MARÍTIMO DE ÁCIDO,OFFSHORE ACID PORT ELECTRICAL WORKS/ PUERTO MARÍTIMO DE ÁCIDO TRABAJOS ELÉCTRICOS,OFFSHORE ACID PORT ELECTRICAL WORK,PUERTO MARÍTIMO DE ÁCIDO TRABAJOS ELÉCTRICOS,Electrical Works / Trabajos Eléctricos,Electrical Works,Trabajos Eléctricos
56,5,6,0,0,5600,2,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,,,,,,
561,5,6,1,0,5610,3,SULPHURIC ACID STORAGE / ALMACENAMIENTO DE ÁCIDO SULFÚRICO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,SULPHURIC ACID STORAGE / ALMACENAMIENTO DE ÁCIDO SULFÚRICO,SULPHURIC ACID STORAGE,ALMACENAMIENTO DE ÁCIDO SULFÚRICO,,,
5611,5,6,1,1,5611,4,Containment Berm & Access / Berma de Contención y Acceso,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,SULPHURIC ACID STORAGE / ALMACENAMIENTO DE ÁCIDO SULFÚRICO,SULPHURIC ACID STORAGE,ALMACENAMIENTO DE ÁCIDO SULFÚRICO,Containment Berm & Access / Berma de Contención y Acceso,Containment Berm & Access,Berma de Contención y Acceso
5612,5,6,1,2,5612,4,Acid Transfer Station / Estación de Transferencia de Ácido,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,SULPHURIC ACID STORAGE / ALMACENAMIENTO DE ÁCIDO SULFÚRICO,SULPHURIC ACID STORAGE,ALMACENAMIENTO DE ÁCIDO SULFÚRICO,Acid Transfer Station / Estación de Transferencia de Ácido,Acid Transfer Station,Estación de Transferencia de Ácido
5619,5,6,1,9,5619,4,Acid Storage - General,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,SULPHURIC ACID STORAGE / ALMACENAMIENTO DE ÁCIDO SULFÚRICO,SULPHURIC ACID STORAGE,ALMACENAMIENTO DE ÁCIDO SULFÚRICO,Acid Storage - General,Acid Storage - General,Acid Storage - General
562,5,6,2,0,5620,3,ACID PORT ACCESS ROADS / VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,ACID PORT ACCESS ROADS / VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,ACID PORT ACCESS ROADS,VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,,,
5621,5,6,2,1,5621,4,Entrance Road / Vía de Entrada,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,ACID PORT ACCESS ROADS / VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,ACID PORT ACCESS ROADS,VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,Entrance Road / Vía de Entrada,Entrance Road,Vía de Entrada
5622,5,6,2,2,5622,4,Perimeter Road / Vía Perimetral,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,ACID PORT ACCESS ROADS / VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,ACID PORT ACCESS ROADS,VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,Perimeter Road / Vía Perimetral,Perimeter Road,Vía Perimetral
5623,5,6,2,3,5623,4,Trestle Access Road / Vía de Acceso del Muelle,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,ACID PORT ACCESS ROADS / VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,ACID PORT ACCESS ROADS,VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,Trestle Access Road / Vía de Acceso del Muelle,Trestle Access Road,Vía de Acceso del Muelle
5629,5,6,2,9,5629,4,Acid Port Access Roads General / Vías de Acceso hacia el Puerto de Ácido,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,ACID PORT ACCESS ROADS / VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,ACID PORT ACCESS ROADS,VÍAS DE ACCESO HACIA EL PUERTO DE ÁCIDO,Acid Port Access Roads General / Vías de Acceso hacia el Puerto de Ácido,Acid Port Access Roads General,Vías de Acceso hacia el Puerto de Ácido
563,5,6,3,0,5630,3,SULPHURIC ACID BULK EARTHWORKS / MOVIMIENTO DE TIERRAS MASIVO PARA ÁCIDO SULFÚRICO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,SULPHURIC ACID BULK EARTHWORKS / MOVIMIENTO DE TIERRAS MASIVO PARA ÁCIDO SULFÚRICO,SULPHURIC ACID BULK EARTHWORKS,MOVIMIENTO DE TIERRAS MASIVO PARA ÁCIDO SULFÚRICO,,,
5631,5,6,3,1,5631,4,Pad / Pad,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,SULPHURIC ACID BULK EARTHWORKS / MOVIMIENTO DE TIERRAS MASIVO PARA ÁCIDO SULFÚRICO,SULPHURIC ACID BULK EARTHWORKS,MOVIMIENTO DE TIERRAS MASIVO PARA ÁCIDO SULFÚRICO,Pad / Pad,Pad,Pad
569,5,6,9,0,5690,3,ONSHORE ACID PORT ELECTRICAL WORKS/ PUERTO DE ÁCIDO DEL MUELLE TRABAJOS ELÉCTRICOS,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT ELECTRICAL WORKS/ PUERTO DE ÁCIDO DEL MUELLE TRABAJOS ELÉCTRICOS,ONSHORE ACID PORT ELECTRICAL WORK,PUERTO DE ÁCIDO DEL MUELLE TRABAJOS ELÉCTRICOS,,,
5699,5,6,9,9,5699,4,Electrical Works / Trabajos Eléctricos,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,ONSHORE ACID PORT / PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT,PUERTO DE ÁCIDO DEL MUELLE,ONSHORE ACID PORT ELECTRICAL WORKS/ PUERTO DE ÁCIDO DEL MUELLE TRABAJOS ELÉCTRICOS,ONSHORE ACID PORT ELECTRICAL WORK,PUERTO DE ÁCIDO DEL MUELLE TRABAJOS ELÉCTRICOS,Electrical Works / Trabajos Eléctricos,Electrical Works,Trabajos Eléctricos
57,5,7,0,0,5700,2,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,,,,,,
571,5,7,1,0,5710,3,ACID PORT BUILDINGS / EDIFICIOS DE PUERTO DE ÁCIDO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT BUILDINGS / EDIFICIOS DE PUERTO DE ÁCIDO,ACID PORT BUILDINGS,EDIFICIOS DE PUERTO DE ÁCIDO,,,
5711,5,7,1,1,5711,4,Office / Oficina,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT BUILDINGS / EDIFICIOS DE PUERTO DE ÁCIDO,ACID PORT BUILDINGS,EDIFICIOS DE PUERTO DE ÁCIDO,Office / Oficina,Office,Oficina
5712,5,7,1,2,5712,4,Customs Building / Edificio de Aduanas,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT BUILDINGS / EDIFICIOS DE PUERTO DE ÁCIDO,ACID PORT BUILDINGS,EDIFICIOS DE PUERTO DE ÁCIDO,Customs Building / Edificio de Aduanas,Customs Building,Edificio de Aduanas
5713,5,7,1,3,5713,4,Guard Shack / Garita,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT BUILDINGS / EDIFICIOS DE PUERTO DE ÁCIDO,ACID PORT BUILDINGS,EDIFICIOS DE PUERTO DE ÁCIDO,Guard Shack / Garita,Guard Shack,Garita
5714,5,7,1,4,5714,4,Truck Scale / Báscula para Camiones,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT BUILDINGS / EDIFICIOS DE PUERTO DE ÁCIDO,ACID PORT BUILDINGS,EDIFICIOS DE PUERTO DE ÁCIDO,Truck Scale / Báscula para Camiones,Truck Scale,Báscula para Camiones
5719,5,7,1,9,5719,4,Acid Port Buildings General / Edificios de Puerto de Ácido - General,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT BUILDINGS / EDIFICIOS DE PUERTO DE ÁCIDO,ACID PORT BUILDINGS,EDIFICIOS DE PUERTO DE ÁCIDO,Acid Port Buildings General / Edificios de Puerto de Ácido - General,Acid Port Buildings General,Edificios de Puerto de Ácido - General
572,5,7,2,0,5720,3,ACID PORT GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,ACID PORT GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,,,
5721,5,7,2,1,5721,4,Water services / Servicios de Agua,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,ACID PORT GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,Water services / Servicios de Agua,Water services,Servicios de Agua
5722,5,7,2,2,5722,4,Air services / Servicios de Aire,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,ACID PORT GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,Air services / Servicios de Aire,Air services,Servicios de Aire
5723,5,7,2,3,5723,4,Sewerage Treatment and Disposal / Tratamiento y Disposición de Aguas Residuales,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,ACID PORT GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,Sewerage Treatment and Disposal / Tratamiento y Disposición de Aguas Residuales,Sewerage Treatment and Disposal,Tratamiento y Disposición de Aguas Residuales
5724,5,7,2,4,5724,4,Waste Management / Manejo de Residuos,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,ACID PORT GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,Waste Management / Manejo de Residuos,Waste Management,Manejo de Residuos
5725,5,7,2,5,5725,4,Security Fencing / Cerco Perimetral de Seguridad,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,ACID PORT GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,Security Fencing / Cerco Perimetral de Seguridad,Security Fencing,Cerco Perimetral de Seguridad
5726,5,7,2,6,5726,4,Fire Protection / Protección contra Incendios,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,ACID PORT GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,Fire Protection / Protección contra Incendios,Fire Protection,Protección contra Incendios
5729,5,7,2,9,5729,4,Acid Port General Utilities General / Servicios Básicos Generales del Puerto de Ácido - General,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES / SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,OFF-SITE INFRASTRUCTURE UTILITIES AND FACILITIES,SERVICIOS BÁSICOS PARA INFRAESTRUCTURA E INSTALACIONES FUERA DEL SITIO,PORT INFRASTRUCTURE - UTILITIES & FACILITIES / INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,PORT INFRASTRUCTURE - UTILITIES & FACILITIES,INFRAESTRUCTURA DE PUERTO - SERVICIOS BÁSICOS E INSTALACIONES,ACID PORT GENERAL UTILITIES / SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,ACID PORT GENERAL UTILITIES,SERVICIOS BÁSICOS GENERALES DEL PUERTO DE ÁCIDO,Acid Port General Utilities General / Servicios Básicos Generales del Puerto de Ácido - General,Acid Port General Utilities General,Servicios Básicos Generales del Puerto de Ácido - General
