key_dutie,Primary task detail activity,Maintenance type,Specialist,Constraint,Time,Amount Craft,Frequency,Unidad Periodo
3261-PU-333|01-01-07,"Retirar la tapa de la caja de conexiones, desconectar cables de alimentación, medir resistencia de aislamiento, conectar los cables, cerrar la tapa de conexión. Registrar datos de actividad en formato establecido.",PREV,TEC-ELE,DET,1,2,3000,H
3261-PU-333|01-01-08,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento delantero 6315-C3 cantidad de grasa 30g intervalo de lubricación calculado 10300 h.",LUBR,TEC-ELE,MAR,0.5,2,10000,H
3261-PU-333|01-01-09,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento posterior 6213-C3 cantidad de grasa 14g intervalo de lubricación calculado 13400 h.",LUBR,TEC-ELE,MAR,0.5,2,12000,H
3261-PU-333|01-01-10,Utilizando el pirómetro tomar lectura y registrar la temperatura en los rodamientos verificando que no exceda según manual de fabricante.,INSP,TEC-ELE,MAR,0.5,1,1,M
3261-PU-333|01-01-11,Utilizando el pirómetro tomar lectura y registrar la temperatura en el estator verificando que no exceda según datos de placa. (Considerar que la temperatura real es aproximadamente 20°C de la temperatura medida).,INSP,TEC-ELE,MAR,0.5,1,1,M
3261-PU-333|01-01-12,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1,1,2000,H
3261-PU-333|01-01-13,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,2000,H
3261-PU-333|01-02-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,165,H
3261-PU-333|01-02-02,"Desmontar el acople. Verificar si los diámetros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente. Verificar el estado de los elementos de arrastre (masas, canales y chavetas). Verificar el alineamiento entre ejes. Montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",COND,TEC-MEC,DET,2,2,,
3261-PU-333|01-02-03,"Corregir defectos de pie cojo en el equipo móvil. Diagnosticar el desalineamiento con equipo laser. Colocar lainas en los puntos de anclaje del equipo móvil, así como los desplazamientos horizontales según los datos del equipo de alineamiento laser. Torquear pernos de anclaje. Realizar medición de estado final de alineamiento dentro de valores de tolerancia con el equipo de alineamiento laser.",COND,TEC-PRD,DET,2,2,,
3261-PU-333|02-01-01,Verificar el ajuste entre la placa lateral y el impulsor. Verificar fuga por los pernos de unión y/o juntas de la carcasa. Verificar condición de pernos de unión. Verificar desgaste y/o corrosión de la carcasa.,INSP,TEC-MEC,MAR,0.25,1,165,H
3261-PU-333|02-01-02,Desmontar en la carcasa el lado de la succión para tener acceso al impulsor. Determinar el estado del impulsor (desgaste y/o corrosión). Desmontar el impulsor del eje. Verificar el desgaste en el eje. Verificar el anillo de desgaste. Montar el nuevo impulsor. Regular la holgura entre carcaza e impulsor. Torquear el perno de ajuste del impulsor. Reemplazar las empaquetaduras. Torquear pernos de la carcasa (ajustar los pernos en cruz).,COND,TEC-MEC,DET,3,2,,
3261-PU-333|02-01-03,Desmontar la voluta. Retirar los pernos de unión de la carcasa. Desmontar eje e impulsor. Retirar pernos de sujeción de revestimiento. Cambiar y ajustar forros nuevos. Montar eje e impulsor. Montar carcasa.,COND,TEC-MEC,DET,4,2,,
3261-PU-333|02-01-04,"Verificar los parámetros de operación, de ser necesario algún desvió cambiar los componentes internos.",PREV,TEC-MEC,MAR,0.5,1,6000,H
3261-PU-333|02-01-05,"Limpiar la parte externa del equipo, arenar y/o pintar la bomba para evitar corrosión y desgastes externos.",PREV,TEC-MEC,DET,3,2,6000,H
3261-PU-333|02-01-06,"Retirar y cambiar los elementos de unión como pernos, chavetas, pasadores, etc., de presentarse estiramiento o deformación por esfuerzos de compresión, tracción o cizallamiento.",COND,TEC-MEC,DET,1,2,,
3261-PU-333|02-02-01,"Verificar que no existan ruidos ni vibraciones inusuales, verificar la temperatura no exceda 80°C, verificar fugas de grasa por los sellos y/o juntas.",INSP,TEC-MEC,MAR,0.25,1,165,H
3261-PU-333|02-02-02,"Utilizar el colector de vibración para realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial) del lado fijo y el lado libre. Verificar que la vibración no exceda los 2.3 mm/s (según ISO-10816-3).",PRED,TEC-PRD,MAR,0.25,1,2000,H
3261-PU-333|02-02-03,Utilizar la cámara termográfica para tomar lectura de temperatura en los rodamientos verificando que no exceda 80°C.,PRED,TEC-PRD,MAR,0.25,1,2000,H
3261-PU-333|02-02-04,Desmontar la caja de rodamientos. Desmontar los sellos y/o juntas de la bomba para asegurar estanqueidad del equipo de ser necesario. Montar los sellos radiales. Montar caja de rodamientos.,COND,TEC-MEC,DET,2,2,,
3261-PU-333|02-02-05,"Desmontar la caja de rodamientos. Desmontar los rodamientos (lado impulsor y acople). Verificar desgaste en el eje. Cambiar los rodamientos, ajustar los topes y tapas de la caja de rodamientos.",COND,TEC-MEC,DET,3,2,,
3261-PU-333|02-02-06,"Para una lubricación periódica, utilizar la bomba de grasa y suministrar 65 Gr. (Grasa NGLI 2 lado impulsor 25 Gr. y lado acople 40 Gr.).",LUBR,TEC-MEC,MAR,0.5,2,660,H
3261-PU-333|02-02-07,"Para una lubricación inicial, utilizar la bomba de grasa y suministrar 355 Gr. (Grasa NGLI 2 lado impulsor 145 Gr. y lado acople 210 Gr.).",LUBR,TEC-MEC,DET,1.5,2,3000,H
3261-PU-333|02-02-08,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos. Desmontar las tapas y la carcasa. Desmontar el sello mecánico. Verificar con la ayuda de reloj comparador ovalicidad, conicidad y desgaste especialmente en zonas de apoyo de rodamientos y sellos. Realizar inspección visual y prueba de tintes penetrantes, de presentar desgaste en el eje. Cambiar eje o recuperar la medida por medio de camisetas o bujes de desgaste. Montar el impulsor sobre el eje. Montar la caja de rodamientos y asegurar la carcasa.",INSP,TEC-MEC,DET,1.5,2,3000,H
3261-PU-333|02-02-09,Desmontar el eje de la bomba desde el lado de la caja de rodamientos. Desmontar las tapas y la carcasa. Desmontar el sello mecánico. Montar los rodamientos en las zonas de apoyos del nuevo eje. Montar sello mecánico. Montar el impulsor sobre el eje. Montar la caja de rodamientos y asegurar la carcasa.,COND,TEC-MEC,DET,3,2,,
3261-PU-333|02-03-01,"Verificar fuga por sello mecánico, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",INSP,TEC-MEC,MAR,0.25,1,165,H
3261-PU-333|02-03-02,"Desmontar el eje de la bomba desde el lado de la caja de rodamientos. Desmontar las tapas y la carcasa. Desmontar el sello mecánico. Montar mangueras y accesorios para pruebas hidrostáticas, de ser necesario realizar el cambio del kit de reparación o el cambio total del sello.",PREV,TEC-MEC,DET,2,2,3000,H
3261-PU-333|02-03-03,Desmontar el eje de la bomba desde el lado de la caja de rodamientos. Desmontar las tapas y la carcasa. Desmontar el sello mecánico. Verificar el desgaste de la camiseta de ser necesario reemplazar el componente. Montar el impulsor sobre el eje. Montar la caja de rodamientos y asegurar la carcasa.,COND,TEC-MEC,DET,3,2,,
3261-PU-333|03-01-01,"Inspeccionar las tuberías flexibles conduit que no presenten deterioro, inspeccionar que los pernos de anclaje no presenten corrosión, inspeccionar que los instrumentos no presente daños, inspeccionar que no existan fugas en las conexiones. FIT-34011.",INSP,TEC-INS,MAR,0.25,2,6,S
3261-PU-333|03-01-02,"Limpiar el exterior con trapo y solvente dieléctrico, retirar la tapa de conexiones, limpiar con limpia contactos las conexiones, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar el ajuste de conexiones, inspeccionar cables y terminales, realizar pruebas de error y confirmación con sala de control. FIT-34011.",PREV,TEC-INS,DET,1,2,3000,H
3261-PU-333|03-01-03,Realizar el cambio de instrumentos averiados de acuerdo a condición: FIT-34011.,COND,TEC-INS,DET,1,2,,
3261-PU-333|03-02-01,"Desconectar, realizar la calibración, conectar, realizar pruebas de error, confirmación y contraste de medidas con sala de control. FIT-34011.",PREV,TEC-INS,DET,1,2,3000,H
3253-PU-328|01-01-01,"Inspeccionar conexión a tierra, cables de alimentación, caja de conexiones, pernos de anclaje, carcasa del motor, ventilador, tuberías flexibles conduit, verificar pintura de motor, inspeccionar fugas de lubricante en rodamientos. De ser necesario realizar la actividad de limpieza del motor con caudal de aire.
Registrar los parámetros eléctricos de cada motor.",INSP,TEC-ELE,MAR,0.5,2,1,M
3253-PU-328|01-01-02,"Limpiar parte externa del motor (carcaza, tapa de ventiladores, puntos de lubricación) con caudal de aire (blower), espátula, brocha y trapo para pulverizar con solvente dieléctrico, retirar sulfato y oxido de pernos de anclaje y conexiones a tierra.",PREV,TEC-ELE,DET,1,2,2000,H
3253-PU-328|01-01-03,"Limpiar el exterior con trapo y solvente dieléctrico de ser necesario, ajustar conexiones, verificar que los terminales se encuentren en buen estado, verificar la hermeticidad de la caja de conexiones, inspeccionar el cable de alimentación. Aplicar anticorrosivo de zinc a pernos de tapa.",PREV,TEC-ELE,DET,2,2,8000,H
3253-PU-328|01-01-04,"Retirar la tapa del ventilador, limpiar el ventilador con trapo y solvente dieléctrico, colocar la tapa del ventilador, cambiar el ventilador si se encuentra roto. Aplicar anticorrosivo de zinc a pernos de ventilador.",PREV,TEC-ELE,DET,1,2,8000,H
3253-PU-328|01-01-05,"Limpiar el terminal del cable a tierra, ajustar terminal del cable a tierra, cambiar el terminal del cable a tierra de ser necesario, inspeccionar integridad del cable. Aplicar anticorrosivo de zinc a pernos de cable a tierra.",PREV,TEC-ELE,DET,0.5,2,8000,H
3253-PU-328|01-01-06,Verificar estatus de confirmación de termistor en sala eléctrica.,INSP,TEC-ELE,DET,0.5,2,1,A
3253-PU-328|01-01-07,"Retirar las tapas del lado ventilador y lado acople, retirar los rodamientos con el extractor de rodamientos, colocar los rodamientos nuevos, colocar las tapas retiradas. Rodamiento delantero 6312-C3, Rodamiento posterior 6210-C3 (El cambio se realizara según monitoreo de condición).",COND,TEC-ELE,DET,5,2,,
3253-PU-328|01-01-08,"Retirar la tapa de la caja de conexiones, desconectar cables de alimentación, medir resistencia de aislamiento, conectar los cables, cerrar la tapa de conexión. Registrar datos de actividad en formato establecido.",PREV,TEC-ELE,DET,1,2,8000,H
3253-PU-328|01-01-09,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento delantero 6312-C3 cantidad de grasa 20g intervalo de lubricación calculado 12600 h.",LUBR,TEC-ELE,MAR,0.5,2,12500,H
3253-PU-328|01-01-10,"Retirar el tapón de la grasera del rodamiento a engrasar, limpiar la grasera con un trapo, retirar tapón de drenaje de grasa, colocar la manguera de la bomba de engrase sobre la grasera, rellenar de grasa y retirar la manguera, colocar nuevamente los tapones y ajustarlo debidamente, verificar que no existen fugas (lagrimeo). Rodamiento posterior 6210-C3 cantidad de grasa 9g intervalo de lubricación calculado 16400 h.",LUBR,TEC-ELE,MAR,0.5,2,16000,H
3253-PU-328|01-01-11,Utilizando el pirómetro tomar lectura y registrar la temperatura en los rodamientos verificando que no exceda según manual de fabricante.,INSP,TEC-ELE,MAR,0.5,1,1,M
3253-PU-328|01-01-12,Utilizando el pirómetro tomar lectura y registrar la temperatura en el estator verificando que no exceda según datos de placa. (Considerar que la temperatura real es aproximadamente 20°C de la temperatura medida).,INSP,TEC-ELE,MAR,0.5,1,1,M
3253-PU-328|01-01-13,"Utilizando el colector de vibración realizar las mediciones en los rodamientos en tres puntos (vertical, horizontal y axial). Verificar que la vibración no exceda los 5 mm/seg, registrar las mediciones tomadas en los puntos antes descritos, descargar y comparar los datos obtenidos con los niveles de alerta y peligro.",PRED,TEC-PRD,MAR,1,1,2000,H
3253-PU-328|01-01-14,"Limpiar el área donde se va a tomar la medición, determinar la distancia de medición apropiada del área que queremos medir que es medible o visible, el Angulo de visión, el objeto identificable más pequeño y el objeto medible/marca de medición más pequeño, tomar termografía al motor, la captura debe ser tomada a todo el motor, descargar la captura en la computadora y realizar el análisis de la toma. (Considerar que la temperatura real del estator es aproximadamente 15 a 20°C de la temperatura medida).",PRED,TEC-PRD,MAR,0.5,1,2000,H
3253-PU-328|01-02-01,"Realizar una inspección de los módulos externos, borneras y cables, realizar el ajuste de las borneras de los cables de control y fuerza del variador, de encontrar cables sueltos se deberá revisar los planos del variador para realizar el seguimiento correspondiente, verificar tarjetas electrónica de control y potencia teniendo en consideración no dañar la fibra óptica y usando brazalete antiestático con la conexión a tierra correspondiente, revisar la conexión de la fibra óptica y los cables flat, realizar una limpieza de la parte exterior del variador, realizar la limpieza del ventilador, retirar los filtros, de encontrarse saturados y/o dañados proceder a su cambio. Aspirar interior del gabinete del variador. Realizar back up del variador a través del ordenador.",PREV,TEC-ELE,DET,2,2,8000,H
3253-PU-328|01-03-01,Verificar ruido inusual y/o solturas en los elementos de unión del acople.,INSP,TEC-MEC,MAR,0.25,1,660,H
3253-PU-328|01-03-02,"Verificar ruido inusual y/o solturas en los elementos de unión del acople, ajustar elementos de unión y reemplazar acople de ser necesario.",INSP,TEC-MEC,DET,1,1,2000,H
3253-PU-328|01-03-03,"Desmontar el acople, verificar si los diametros del eje se encuentran dentro de los valores correctos de tolerancia y ajuste para el componente, verificar el estado de los elementos de arrastre (masas, canales y chavetas), montaje del nuevo acoplamiento teniendo en cuenta no dañar los componentes en este proceso.",COND,TEC-MEC,DET,1.5,2,,
3253-PU-328|01-03-04,"Corregir defectos de pie cojo en el equipo movil, diagnosticar el desalineamiento con equipo laser, lainar los puntos de anclaje del equipo movil asi como los desplazamientos horizontales según los datos del equipo de alineamiento laser, torquear pernos de anclaje, realizar medición de estado fianl de alineamiento dentro de valores de tolerancia con el equipo de alineamiento.",COND,TEC-PRD,DET,2,3,,
3253-PU-328|02-01-01,"Verificar el ajuste entre la placa lateral y el impulsor, verificar fuga por los pernos de unión y/o juntas de la carcasa, verificar condición de pernos de unión, verificar desgaste y/o corrosión de la carcasa.",INSP,TEC-MEC,MAR,0.25,2,660,H
3253-PU-328|02-01-02,"Verificar los parámetros de operación, de ser necesario algún desvió cambiar los componentes internos.",PREV,TEC-MEC,DET,0.5,2,8000,H
3253-PU-328|02-01-03,"Desmontar en la carcasa el lado de la succión para tener acceso al impulsor, determinar el estado del impulsor (desgaste y/o corrosión), desmontar el impulsor del eje, verificar el desgaste en el eje, verificar el anillo de desgaste, montar el nuevo impulsor, regular la holgura entre carcaza e impulsor, torquear el perno de ajuste del impulsor, inspección y reemplazo de las empaquetaduras, torquear pernos de la carcasa (ajustar los pernos en cruz).",COND,TEC-MEC,DET,6,2,,
